Cleanup ID,Zone,State,Country,GPS,Cleanup Type,Cleanup Date,Group Name,Adults,Children,People,Pounds,Miles,# of bags,Cigarette butts,"Food wrappers (candy, chips, etc.)",Food containers (plastic),Food containers (foam),Bottle caps (plastic),Bottle caps (metal),Lids (plastic),Straws/stirrers (plastic),Utensils (plastic),Beverage bottles (plastic),Beverage bottles (glass),Beverage cans,Grocery bags (plastic),Other bags (plastic),Paper bags,"Cups, Plates (paper)","Cups, Plates (plastic)","Cups, Plates (foam)","Fishing buoys, pots & traps",Fishing net & pieces,"Lines, nets, traps, ropes, etc.",Fishing line (1 yard/meter = 1 piece),Fishing gear (Clean Swell),6-Pack holders,Other plastic/foam packaging,Foam dock pieces,"Other plastic bottles (oil, bleach, etc.)",Strapping bands,Other packaging (Clean Swell),Beverage sachets/pouches,"Appliances (refrigerators, washers, etc.)",Balloons,Cigar tips,Cigarette lighters,Tobacco packaging/wrap,"Tobacco products (lighters, cigar tips, wrap)",Foam packaging,Construction materials,Fireworks,Tires,Toys,Other trash (Clean Swell),Clothing,"Electronic waste (phones, batteries)",Condoms,Diapers,Syringes,Footwear (shoes/slippers),Tampons & applicators,Personal hygiene (Clean Swell),Gloves & masks (PPE),Foam pieces,Glass pieces,Plastic pieces,Plastic/foam pieces,Other plastic waste,Cotton bud sticks (swabs),Total Items Collected
250823,"San Mateo County, CA, USA","California, USA",United States,"37.63696573, -122.48926358",beach,11/3/2022,Pacific Beach Coalition - Terri Brown,1,0,1,43.625,0.0,0,0,12,1,0,6,4,6,5,4,6,5,4,1,4,2,0,7,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,13,0,1,203
251874,"San Mateo County, CA, USA","California, USA",United States,"37.646730870477, -122.48824297399",beach,11/15/2022,,1,0,1,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252280,"San Mateo County, CA, USA","California, USA",United States,"37.647351075192, -122.4880019589",beach,11/19/2022,Pacific Beach Coalition,1,0,1,1.964,0.218451,0,57,14,0,0,6,0,3,0,1,4,2,1,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,116
252987,"San Mateo County, CA, USA","California, USA",United States,"37.648341019517, -122.48710304649",beach,11/30/2022,Pacific Beach Coalition - Terri Brown,1,0,1,0.03,0.0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486
252784,"San Mateo County, CA, USA","California, USA",United States,"37.648342411669, -122.48708362021",beach,11/27/2022,Pacific Beach Coalition - Terri Brown,1,0,1,31.609,0.0,0,228,8,1,1,5,2,8,4,2,2,0,2,0,3,2,0,10,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,6,0,3,393
250912,"San Mateo County, CA, USA","California, USA",United States,"37.6483535, -122.48706692",beach,11/4/2022,Pacific Beach Coalition - Terri Brown,1,0,1,0.038,0.0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648
251859,"San Mateo County, CA, USA","California, USA",United States,"37.648433975937, -122.47411299196",beach,11/15/2022,Emmy,1,0,1,4.723,0.008276,0,6,14,0,0,0,0,1,1,0,0,0,0,2,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,68
250739,"San Mateo County, CA, USA","California, USA",United States,"37.648762038528, -122.48909848438",beach,11/2/2022,PBC jason mcarthur ocean class,22,0,22,0.252,0.0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
252979,"San Mateo County, CA, USA","California, USA",United States,"37.64903211102, -122.49044519016",beach,11/30/2022,Pacific Beach Coalition - Terri Brown,1,0,1,58.748,0.147569,0,0,8,0,0,6,3,7,9,2,16,4,8,0,0,3,3,7,14,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,26,0,6,306
252376,"San Mateo County, CA, USA","California, USA",United States,"37.649843554199, -122.49110992142",beach,11/21/2022,PBC Esplanade Beach,1,0,1,8.986,0.154092,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,1,0,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,27
252887,"San Mateo County, CA, USA","California, USA",United States,"37.650050809883, -122.49065781357",beach,11/29/2022,PBC jason mcarthur ocean class,14,0,14,0.098,0.0,0,55,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
252706,"San Mateo County, CA, USA","California, USA",United States,"37.650233351968, -122.49105092756",beach,11/25/2022,PBC Esplanade Beach,1,0,1,0.323,0.0,0,0,3,0,0,1,1,3,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
251836,"San Mateo County, CA, USA","California, USA",United States,"37.650462398415, -122.48969542707",beach,11/14/2022,PBC jason mcarthur ocean class,22,0,22,0.21,0.0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
252820,"San Mateo County, CA, USA","California, USA",United States,"37.650474604842, -122.48964390084",beach,11/28/2022,PBC jason mcarthur ocean class,22,0,22,2.524,0.0,0,92,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,98
251890,"San Mateo County, CA, USA","California, USA",United States,"37.650487325133, -122.48972109753",beach,11/15/2022,PBC jason mcarthur ocean class,22,0,22,0.133,0.0,0,105,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
252493,"San Mateo County, CA, USA","California, USA",United States,"37.650849926656, -122.49264563089",beach,11/23/2022,PBC Esplanade Beach,1,0,1,7.444,0.062911,0,0,2,0,0,1,0,4,0,0,0,0,0,1,0,2,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21
252786,"San Mateo County, CA, USA","California, USA",United States,"37.652983926272, -122.49255283747",beach,11/27/2022,Derick,1,0,1,0.505,0.0,0,0,1,2,1,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
252876,"San Mateo County, CA, USA","California, USA",United States,"37.653025771989, -122.49287975902",beach,11/28/2022,PBC Esplanade Beach,1,0,1,0.512,0.062735,0,0,4,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14
252701,"San Mateo County, CA, USA","California, USA",United States,"37.667376950957, -122.49481745647",beach,11/26/2022,Pacific Beach Coalition - Summit Shasta High School Environment Club,9,0,9,8.0,0.1,0,14,0,0,0,0,3,0,0,0,5,2,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,0,0,98
251849,"San Mateo County, CA, USA","California, USA",United States,"37.683228543761, -122.40223347073",beach,11/14/2022,Pacifica Beach Coalition TN APES,1,0,1,1.3,1.2,0,1,6,1,2,1,1,1,1,2,3,1,3,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,45
251808,"San Francisco County, CA, USA","California, USA",United States,"37.717261849938, -122.40518096846",beach,11/14/2022,B.rock,1,0,1,6.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252795,"San Francisco County, San Francisco, CA, USA","California, USA",United States,"37.7598901, -122.49000448",beach,11/27/2022,pacific beach coalition,1,0,1,1.794,0.0,0,7,6,0,5,0,5,2,5,2,5,0,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,60
252790,"San Francisco County, San Francisco, CA, USA","California, USA",United States,"37.75989042, -122.49000434",beach,11/27/2022,pacific beach coalition,1,0,1,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251895,"San Francisco County, CA, USA","California, USA",United States,"37.764385321527, -122.48831654097",beach,11/15/2022,Pacific Beach Coalition,3,0,3,7.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252298,"San Francisco County, CA, USA","California, USA",United States,"37.764396782936, -122.4881218182",beach,11/19/2022,Pacific Beach Coalition,2,0,2,4.852,0.0,0,0,21,3,3,0,3,2,5,4,4,1,5,3,1,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82
252391,"San Francisco County, CA, USA","California, USA",United States,"37.764419610034, -122.48821822269",beach,11/21/2022,Pacific Beach Coalition,2,0,2,6.003,0.687293,0,6,24,9,0,3,1,2,3,1,11,2,12,2,4,0,1,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
252724,"Contra Costa County, CA, USA","California, USA",United States,"37.96901397, -121.99864568",beach,11/26/2022,Pacific Beach Coalition,1,0,1,15.95912,0.0,0,5,10,4,3,4,5,4,6,6,21,1,12,4,2,4,0,4,4,0,0,1,0,0,0,0,0,1,4,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,23,2,0,159
