"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type",Environment,"Cleanup Date","Group Name",Adults,Children,People,Pounds,Miles,"# of bags","Grocery bags (plastic)","Other bags (plastic)","Beverage bottles (glass)","Beverage bottles (plastic)","Beverage cans","Beverage sachets/pouches","Bottle caps (metal)","Bottle caps (plastic)","Cigarette butts","Cups, Plates (foam)","Cups, Plates (paper)","Cups, Plates (plastic)","Food containers (foam)","Food containers (plastic)","Food wrappers (candy, chips, etc.)","Lids (plastic)","Straws/stirrers (plastic)","Utensils (plastic)","Lines, nets, traps, ropes, etc.","Foam dock pieces","Appliances (refrigerators, washers, etc.)","Construction materials",Tires,"6-Pack holders","Foam packaging","Other plastic bottles (oil, bleach, etc.)","Strapping bands",Balloons,Clothing,E-cigarettes,"Electronic waste (phones, batteries)","Footwear (shoes/slippers)","Paper bags","Tobacco products (lighters, cigar tips, wrap)",Toys,"Other plastic waste","Other waste (metal, paper, etc.)",Condoms,"Cotton bud sticks (swabs)",Diapers,"Gloves & masks (PPE)",Syringes,"Tampons & applicators","Plastic/foam pieces","Fishing buoys, pots & traps","Fishing net & pieces","Fishing line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing gear (Clean Swell)","Other plastic/foam packaging","Tobacco packaging/wrap","Other packaging (Clean Swell)","Cigar tips","Cigarette lighters",Fireworks,"Other trash (Clean Swell)","Other tobacco (packaging, lighter, etc.)","Personal hygiene (Clean Swell)","Foam pieces","Glass pieces","Plastic pieces","Total Items Collected"
258374,"San Mateo County, CA, USA","California, USA","United States","37.482924879625, -122.45212372922",land,,2023-01-28,,1,,1,0.253,0.0555334992028,,3,,,,1,,,2,10,2,1,1,,,2,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,,,,,,,,,,,,,,,,,,34
258375,"San Mateo County, CA, USA","California, USA","United States","37.482900186313, -122.45231166264",land,,2023-01-28,"Team Alvin",3,,3,2.965,0.0035417764951555,,,,,,,,,,,,,,,,,3,,1,,,,1,,1,,,2,,,3,,,,1,,,1,,,,1,,,20,,,,,,,,,,,,,,,,,,34
258376,"San Mateo County, CA, USA","California, USA","United States","37.48291347645, -122.4521596079",land,,2023-01-28,SeaHuggers,2,,2,9.252,0,,2,3,3,3,1,,4,,2,5,22,,15,2,3,2,,,,2,,,,,10,,,,,,,,,,4,4,,,,,,,,17,,,,,,,,,,,,,,,,,,104
258377,"San Mateo County, CA, USA","California, USA","United States","37.4635519, -122.4285862",land,,2023-01-28,SeaHugger,1,,1,2.625,0,,7,1,3,2,1,1,,2,1,,2,1,,2,7,,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,73
258378,"San Mateo County, CA, USA","California, USA","United States","37.482932042365, -122.45212859486",land,,2023-01-28,"sea hugger",1,,1,4.2,1.5,,5,3,4,7,4,,,7,,5,2,,,,7,1,,,,,,,,,,,,,1,,,,,,1,2,1,,,,,,,15,,,,,,,,,,,,,,,,,,65
258379,"Alameda County, CA, USA","California, USA","United States","37.565400683557, -122.03109274997",land,,2023-01-28,,2,,2,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258386,"Santa Barbara County, CA, USA","California, USA","United States","34.37410917602, -119.47862589743",land,,2023-01-28,Robin,1,,1,50.752,0.0056617836316021,,,1,,,2,1,,,,,,,,,,1,,,1,,,1,2,,,1,,,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,14
258387,"Mendocino County, CA, USA","California, USA","United States","39.500984743944, -123.78608229663",land,,2023-01-28,,1,,1,0.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,50,,,,,,,,,,,,,,,,,,54
258390,"Santa Barbara County, CA, USA","California, USA","United States","34.374000672283, -119.47868934844",land,,2023-01-28,Robin,1,,1,3.904,0.0033061419831396,,,,,,2,,,2,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,1,5,,,,,,,5,,,,,,,,,,,,,,,,,,18
258394,"San Mateo County, CA, USA","California, USA","United States","37.66401811, -122.49281061",land,,2023-01-28,"Pacific Beach Coalition",1,,1,8.398,1.0625301998538,,,4,1,1,1,,,1,6,,2,1,,3,3,4,1,,,,,,,,19,,,,,,,,,,,15,28,,,,3,,,,,,,,,,,,,,,,,,,,,93
258395,"San Mateo County, CA, USA","California, USA","United States","37.491101802902, -122.45630372354",land,,2023-01-29,"sea hugger",2,,2,0.452,0,,,1,,2,,,,1,,,,,2,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,,,,,,,,,,,,,,,,,,23
258396,"San Mateo County, CA, USA","California, USA","United States","37.66678246, -122.49441816",land,,2023-01-29,"Pacific Beach Coalition",1,,1,2.526,0.37497553236269,,,,,,,,,1,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,7,11,1,,,,,,,,,,,,,,,,,,,1,,,,,25
258401,"San Mateo County, CA, USA","California, USA","United States","37.648308326298, -122.48711420348",land,,2023-01-29,"Pacific Beach Coalition - Terri Brown",1,,1,41.618,0,,2,5,5,4,8,2,5,4,,6,2,8,,4,13,7,9,3,,,,9,,,,,4,,5,4,2,,,,,,78,,3,,6,,,10,,,,,,,,,,,,,10,,,,,218
258405,"San Mateo County, CA, USA","California, USA","United States","37.483042712242, -122.45212318222",land,,2023-01-28,"sea hugger",2,,2,21.883,0.37596706413708,,,1,1,,,1,1,2,,4,2,,,,,,2,,,,,,1,,2,,,,1,,,,,,1,2,,,,,,,,6,,,,,,,,,,,,,,,,,,27
258419,"San Luis Obispo County, CA, USA","California, USA","United States","35.11819375653, -120.62522352167",land,,2023-01-29,,1,,1,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258425,"San Luis Obispo County, CA, USA","California, USA","United States","35.141835054415, -120.6445200463",land,,2023-01-29,zoey,2,,2,4.047,0.062576251002388,,,,1,,,,,16,7,,,,,,3,,4,,,,,,,,2,,1,,2,,1,,,,2,12,,,,,,,,30,,,,,,,,,,,,,,,,,,81
258426,"San Luis Obispo County, CA, USA","California, USA","United States","35.1433930084, -120.64318521799",land,,2023-01-29,"dogs out",5,,5,56.463,0.39423599936184,,2,1,5,6,5,5,11,65,19,,6,1,,,35,2,2,3,4,,,1,,3,19,,1,1,6,1,,,,1,18,60,9,,,,1,2,,97,,,,,,,,,,,,,,,,,,392
258428,"Alameda County, CA, USA","California, USA","United States","37.532291729038, -122.07274052326",land,,2023-01-29,marella,2,,2,22.765,0.051590166269986,,,,,,1,1,1,1,16,1,3,1,1,1,7,,,1,3,,,,,,,,5,,,,,,,,,,9,,,,,,,4,,,,,,,,,,,,,,,,,,56
258435,"San Mateo County, CA, USA","California, USA","United States","37.542278375886, -122.51082575093",land,,2023-01-29,"just me",2,,2,2.471,0,,,,,2,,,,12,,,,,,,3,2,3,1,,,,,,,,,,,,,,,,,2,10,,,,,1,,,5,,,,,,,,,,,,,,,,,,41
258436,"San Francisco County, San Francisco, CA, USA","California, USA","United States","37.75811874, -122.48871312",land,,2023-01-29,"pacific beach coalition",1,,1,0.579,0.46722631254398,,1,,,1,1,1,2,2,2,2,,,3,,7,3,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,31
258437,"San Mateo County, CA, USA","California, USA","United States","37.64962337, -122.49296988",land,,2023-01-29,"Pacific Beach Coalition",1,,1,13.578,0.37533967987578,,,4,,1,,1,,1,4,,,,,1,9,1,,,,,,,,,4,,,,,,1,,,,,11,80,,,,6,,,1,,,,,,,,,,,,,2,,,,,127
258438,"San Mateo County, CA, USA","California, USA","United States","37.473281744824, -122.23693777822",land,,2023-01-29,,1,,1,4.2,1.2,,2,6,3,2,1,2,4,4,3,,1,2,3,1,14,4,2,4,,,,,,,,,10,,1,,,,3,,1,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,78
258441,"San Mateo County, CA, USA","California, USA","United States","37.66390099, -122.49278818",land,,2023-01-29,"Pacific Beach Coalition",1,,1,7.812,1.2494434960844,,,7,3,3,,,,,8,1,4,,,3,10,4,2,,,,,,,,3,,,,,,,,,,,7,30,,,,3,,,,,,,,,,,,,,,,2,,,,,90
258443,"Orange County, CA, USA","California, USA","United States","33.83097, -118.03623",land,,2023-01-29,"Pacific Beach Coalition",2,,2,15.11,0.0328,,2,,2,3,6,,,2,21,,,3,1,1,12,4,3,1,,,,2,,,,,1,,,,,,,,,,92,,,,2,,,11,,,,,,,,1,,,,,2,,,,,172
258444,"Santa Barbara County, CA, USA","California, USA","United States","34.373992332289, -119.47870410059",land,,2023-01-30,Robin,1,,1,13.671,0,,,1,,1,2,3,,4,,,,,,5,,2,2,,1,,,1,,,,,,,3,,,,,,,8,11,,,,,,,16,,,,,,,,,,,,,,,,,,60
258448,"Contra Costa County, CA, USA","California, USA","United States","37.919972743454, -121.74589661772",land,,2023-01-30,"Staley Lemmer For The Win",3,,3,33.268,0.0056150005852549,,4,2,4,3,2,,,6,13,,,,,,1,17,22,18,,,,,1,,,12,13,,5,,3,,,2,,,39,,,,1,,,57,,,,,,,,,,,,,,,,,,225
258450,"Alameda County, CA, USA","California, USA","United States","37.856977949886, -122.25570154388",land,,2023-01-30,,1,,1,15,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258705,"San Mateo County, CA, USA","California, USA","United States","37.650469563768, -122.48968532984",land,,2023-01-30,"PBC jason mcarthur ocean class",12,,12,0.124,0,,,,,1,1,,1,,29,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,37
258714,"San Mateo County, CA, USA","California, USA","United States","37.653027032472, -122.49081352502",land,,2023-01-30,"PBC Esplanade Beach",1,,1,0.089,0,,,,,,1,,,,,,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,7
259763,"San Bernardino County, CA, USA","California, USA","United States","34.099267116801, -117.69060690346",land,,2023-01-24,"Molly Loves Trash",1,,1,0.01,0.062926905338544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259764,"San Bernardino County, CA, USA","California, USA","United States","34.108019766393, -117.66930902445",land,,2023-01-30,"Molly Loves Trash",1,,1,0.589,0,,,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,8
259768,"Santa Barbara County, CA, USA","California, USA","United States","34.417083249673, -119.7029608997",land,,2023-01-30,"Explore Ecology-LagunaBlanca-Richter",15,,15,5,0.25,,,3,,2,2,,,1,4,,,,1,,1,,1,1,,,,,,,4,,,,,,,,1,,,3,3,,,,,,,6,,,,,,,,,,,,,,,,,,33
259775,"San Mateo County, CA, USA","California, USA","United States","37.603501358375, -122.49977514131",land,,2023-01-30,"Pacifica beach coalition",1,,1,0.194,0,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,22,,,,,,,,,,,,,,,,,,26
259776,"San Mateo County, CA, USA","California, USA","United States","37.66387665, -122.49268367",land,,2023-01-30,"Pacific Beach Coalition",1,,1,8.9,1.3,,1,5,3,1,1,,1,2,5,1,2,,,1,7,1,,,,,,,,,2,,,,1,,,,,,,4,40,1,,,,,,,,,,,,,,,,,,,4,,,,,83
259798,"Los Angeles County, CA, USA","California, USA","United States","34.070212531243, -118.21528107159",land,,2023-01-31,haha,1,,1,0.008,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
259813,"San Mateo County, CA, USA","California, USA","United States","37.650466512293, -122.48967291989",land,,2023-01-31,"PBC jason mcarthur ocean class",15,,15,0.074,0,,,,,1,,,,,53,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,58
259827,"Alameda County, CA, USA","California, USA","United States","37.899347896347, -122.27275358686",land,,2023-01-31,"Shark Stewards",29,,29,22.059,0,,5,2,,1,1,5,2,22,67,6,3,1,2,4,7,2,2,,,14,,,,,,6,,2,2,,,,1,5,,5,3,,,,2,1,,48,,,,,,,,,,,,,,,,,,221
259828,"San Mateo County, CA, USA","California, USA","United States","37.561960606871, -122.30115677241",land,,2023-01-31,,1,,1,0.346,0,,,10,,,3,,,1,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
259830,"San Mateo County, CA, USA","California, USA","United States","37.66391157, -122.49275786",land,,2023-01-31,"Pacific Beach Coalition",1,,1,11.1,1.2496612347868,,2,3,1,1,2,,,1,21,,1,1,,,8,1,1,,,,,,,,6,,,,,,,,,,1,3,58,4,,,,,,,,,,,,,,,,,,,5,,,,,120
260162,"Marin County, CA, USA","California, USA","United States","38.049943440811, -122.83422231777",land,,2023-01-29,PBC,1,,1,14.827,10,,,,,,,1,3,1,,,,,,,2,,,,2,,,,,,2,,1,,1,,,,,,,2,,,,,,,,9,,,,,,,,,,,,,,,,,,24
260163,"Marin County, CA, USA","California, USA","United States","38.049943440811, -122.83422231777",land,,2023-01-29,PBC,1,,1,14.827,10,,,,,,,1,3,1,,,,,,,2,,,,2,,,,,,2,,1,,1,,,,,,,2,,,,,,,,9,,,,,,,,,,,,,,,,,,24
260164,"Marin County, CA, USA","California, USA","United States","38.049943440811, -122.83422231777",land,,2023-01-29,PBC,1,,1,14.827,10,,,,,,,1,3,1,,,,,,,2,,,,2,,,,,,2,,1,,1,,,,,,,2,,,,,,,,9,,,,,,,,,,,,,,,,,,24
260165,"Marin County, CA, USA","California, USA","United States","38.049943440811, -122.83422231777",land,,2023-01-29,PBC,1,,1,14.827,10,,,,,,,1,3,1,,,,,,,2,,,,2,,,,,,2,,1,,1,,,,,,,2,,,,,,,,9,,,,,,,,,,,,,,,,,,24
260166,"Marin County, CA, USA","California, USA","United States","38.049943440811, -122.83422231777",land,,2023-01-29,PBC,1,,1,14.827,10,,,,,,,1,3,1,,,,,,,2,,,,2,,,,,,2,,1,,1,,,,,,,2,,,,,,,,9,,,,,,,,,,,,,,,,,,24
260167,"Marin County, CA, USA","California, USA","United States","38.049943440811, -122.83422231777",land,,2023-01-29,PBC,1,,1,14.827,10,,,,,,,1,3,1,,,,,,,2,,,,2,,,,,,2,,1,,1,,,,,,,2,,,,,,,,9,,,,,,,,,,,,,,,,,,24
260168,"Marin County, CA, USA","California, USA","United States","38.049943440811, -122.83422231777",land,,2023-01-29,PBC,1,,1,14.827,10,,,,,,,1,3,1,,,,,,,2,,,,2,,,,,,2,,1,,1,,,,,,,2,,,,,,,,9,,,,,,,,,,,,,,,,,,24
260169,"Marin County, CA, USA","California, USA","United States","38.049943440811, -122.83422231777",land,,2023-01-29,PBC,1,,1,14.827,10,,,,,,,1,3,1,,,,,,,2,,,,2,,,,,,2,,1,,1,,,,,,,2,,,,,,,,9,,,,,,,,,,,,,,,,,,24
260170,"Marin County, CA, USA","California, USA","United States","38.049943440811, -122.83422231777",land,,2023-01-29,PBC,1,,1,14.827,10,,,,,,,1,3,1,,,,,,,2,,,,2,,,,,,2,,1,,1,,,,,,,2,,,,,,,,9,,,,,,,,,,,,,,,,,,24
260171,"Marin County, CA, USA","California, USA","United States","38.049943440811, -122.83422231777",land,,2023-01-29,PBC,1,,1,14.827,10,,,,,,,1,3,1,,,,,,,2,,,,2,,,,,,2,,1,,1,,,,,,,2,,,,,,,,9,,,,,,,,,,,,,,,,,,24
260187,"Los Angeles County, CA, USA","California, USA","United States","33.806550623257, -118.32416543661",land,,2023-01-22,,1,,1,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260288,"San Mateo County, CA, USA","California, USA","United States","37.4635519, -122.4285862",land,,2023-01-28,,1,,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,,,,,,,,,,,243,484,267,571,503,263,362,1015,2530,228,299,301,202,220,1191,397,531,267,142,133,1,258,14,41,393,136,209,50,206,31,47,64,75,195,323,758,2559,35,57,3,277,12,16,4057,0,0,0,0,3,0,0,6,0,0,0,0,40,1,0,0,0
